nome,molde,silabas,com_status,combr_status,alerta_pronuncia,data_checagem,inpi_conferir_manual,handle_conferir_manual
baaraly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baarily,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baaroly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baaruly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baasaly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baasely,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baasily,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baasoly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baasuly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baataly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baately,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baatily,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baatoly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baatuly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baavaly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baavely,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baavily,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baavoly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baavuly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baazaly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:26:57,SIM,SIM
baazely,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baazily,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baazoly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baazuly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baebaly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baebely,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baeboly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baebuly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baecaly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baecely,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baecily,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baecoly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baeculy,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baedaly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baedely,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baedily,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baedoly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baeduly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baefaly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baefely,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baefily,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baefoly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baefuly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
baegaly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:27:48,SIM,SIM
jietily,CVVCV_ly,3,LIVRE,LIVRE,SIM,2026-08-08T21:37:28,SIM,SIM
zuenoly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
diotoly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
koejoly,CVVCV_ly,3,LIVRE,LIVRE,SIM,2026-08-08T21:37:28,SIM,SIM
puocaly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
buacely,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
ceaculy,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
toovily,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
naabily,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
ciudely,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
kaufuly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
noumoly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
buuculy,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
zearuly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
miofely,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
foelely,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
boanily,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
ciaruly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
leimely,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
laecaly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
caubuly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
gaigely,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
ciiroly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
neejely,CVVCV_ly,3,LIVRE,LIVRE,SIM,2026-08-08T21:37:28,SIM,SIM
laorily,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:37:28,SIM,SIM
buunely,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
tuefily,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
niijely,CVVCV_ly,3,LIVRE,LIVRE,SIM,2026-08-08T21:38:55,SIM,SIM
daelily,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
zuekuly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
fuabely,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
piunaly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
piofoly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
noupaly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
zuemoly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
caaroly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
noiduly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
nuaraly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
koidely,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
buanuly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
fouculy,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
boujuly,CVVCV_ly,3,LIVRE,LIVRE,SIM,2026-08-08T21:38:55,SIM,SIM
neopuly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
veujuly,CVVCV_ly,3,LIVRE,LIVRE,SIM,2026-08-08T21:38:55,SIM,SIM
deakuly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
guinuly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
laelily,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
naiboly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
cuozoly,CVVCV_ly,3,LIVRE,LIVRE,NAO,2026-08-08T21:38:55,SIM,SIM
opribo,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:29:04,SIM,SIM
ipluce,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:29:04,SIM,SIM
oclapo,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:29:04,SIM,SIM
ugije,VCVCV_omada,3,LIVRE,LIVRE,SIM,2026-08-09T19:29:04,SIM,SIM
abrepu,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:29:04,SIM,SIM
iflunu,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:29:04,SIM,SIM
aflilo,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:29:04,SIM,SIM
ovubu,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:29:04,SIM,SIM
oflino,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:29:04,SIM,SIM
ibreli,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:29:04,SIM,SIM
uclaza,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:29:50,SIM,SIM
ucuvi,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:29:50,SIM,SIM
apuvu,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:29:50,SIM,SIM
igeja,VCVCV_omada,3,LIVRE,LIVRE,SIM,2026-08-09T19:29:50,SIM,SIM
iclule,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:29:50,SIM,SIM
ocloso,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:29:50,SIM,SIM
ukefi,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:29:50,SIM,SIM
eflomu,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:29:50,SIM,SIM
ecluvu,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:38:50,SIM,SIM
oclure,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:38:50,SIM,SIM
ivrabo,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:38:50,SIM,SIM
ufruve,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:38:50,SIM,SIM
efrapi,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:38:50,SIM,SIM
ifliva,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:38:50,SIM,SIM
uprefo,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:38:50,SIM,SIM
ifrivi,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:38:50,SIM,SIM
ublevu,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:39:55,SIM,SIM
iblema,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:39:55,SIM,SIM
ublisi,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:39:55,SIM,SIM
ogreze,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:39:55,SIM,SIM
unopu,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:39:55,SIM,SIM
ofroka,VCVCV_omada,3,LIVRE,LIVRE,NAO,2026-08-09T19:39:55,SIM,SIM
ofoji,VCVCV_omada,3,LIVRE,LIVRE,SIM,2026-08-09T19:39:55,SIM,SIM
ucijo,VCVCV_omada,3,LIVRE,LIVRE,SIM,2026-08-09T21:24:56,SIM,SIM
aruje,VCVCV_omada,3,LIVRE,LIVRE,SIM,2026-08-09T21:24:56,SIM,SIM
egaje,VCVCV_omada,3,LIVRE,LIVRE,SIM,2026-08-09T21:24:56,SIM,SIM
naerep,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:32:39,SIM,SIM
tuigup,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:32:39,SIM,SIM
brealif,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:32:39,SIM,SIM
miuzin,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:32:39,SIM,SIM
dooruc,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:32:39,SIM,SIM
paipam,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:32:39,SIM,SIM
braijoc,CVVCVC_medio,2,LIVRE,LIVRE,SIM,2026-08-09T21:32:39,SIM,SIM
beucub,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:32:39,SIM,SIM
fuibel,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:32:39,SIM,SIM
nienir,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:32:39,SIM,SIM
fuukav,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:32:39,SIM,SIM
peudot,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:32:39,SIM,SIM
vriopim,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:32:39,SIM,SIM
caumid,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:32:39,SIM,SIM
froomiv,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:32:39,SIM,SIM
deabev,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:32:39,SIM,SIM
giopud,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:32:39,SIM,SIM
naelik,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:32:39,SIM,SIM
fliebos,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:32:39,SIM,SIM
jaulep,CVVCVC_medio,2,LIVRE,LIVRE,SIM,2026-08-09T21:32:39,SIM,SIM
laekur,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:32:39,SIM,SIM
tiukob,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:33:54,SIM,SIM
guacoz,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:33:54,SIM,SIM
cleavem,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:33:54,SIM,SIM
caenac,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:33:54,SIM,SIM
poicuv,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:33:54,SIM,SIM
ruesus,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:33:54,SIM,SIM
ploimim,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:33:54,SIM,SIM
flaejav,CVVCVC_medio,2,LIVRE,LIVRE,SIM,2026-08-09T21:33:54,SIM,SIM
poenib,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:33:54,SIM,SIM
faonon,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:33:54,SIM,SIM
boimis,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:33:54,SIM,SIM
fluisis,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:33:54,SIM,SIM
puopiv,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:33:54,SIM,SIM
piucez,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:33:54,SIM,SIM
pluusok,CVVCVC_medio,2,LIVRE,LIVRE,NAO,2026-08-09T21:33:54,SIM,SIM
brotora,RAIZ_ARVORE_menor,3,LIVRE,LIVRE,NAO,2026-08-12T12:03:22,SIM,SIM
aprej,VCVC_principal,2,LIVRE,LIVRE,SIM,2026-08-12T12:03:22,SIM,SIM
ogrib,VCVC_principal,2,LIVRE,LIVRE,NAO,2026-08-12T12:03:22,SIM,SIM
otruk,VCVC_principal,2,LIVRE,LIVRE,NAO,2026-08-12T12:10:09,SIM,SIM
efrav,VCVC_principal,2,LIVRE,LIVRE,NAO,2026-08-12T12:10:09,SIM,SIM
flovru,CVCV_principal,2,LIVRE,LIVRE,NAO,2026-08-12T13:08:18,SIM,SIM
